sampno,alpha,beta,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,MIN_TITRE,obs_sd,rho_mean,rho_sd,titre_dependent,rho,rho,rho,rho,rho,lnlike,likelihood,prior_prob
121,0.333333333333333,0.333333333333333,2.02795332213864,1.88403180623427,0.0545543667650782,0.644376266608015,0.129352770093828,0.0907623984618112,8,0,1.080506871338,0,1,0,0.499203723063692,-0.303135360591114,0.00747523731552091,0.292649308778346,-0.38696504435502,-1756.32637545833,-1445.63845908842,-310.687916369902
131,0.333333333333333,0.333333333333333,2.02795332213864,1.88403180623427,0.0545543667650782,0.644376266608015,0.129352770093828,0.0907623984618112,8,0,1.080506871338,0,1,0,0.499203723063692,-0.303135360591114,-0.153392091114074,0.292649308778346,-0.38696504435502,-1725.8178837049,-1417.62553613076,-308.192347574134
141,0.333333333333333,0.333333333333333,2.02795332213864,1.88403180623427,0.0545543667650782,0.644376266608015,0.129352770093828,0.0907623984618112,8,0,1.080506871338,0,1,0,0.310570608777925,-0.403636064939202,-0.246855299407616,0.292649308778346,-0.38696504435502,-1674.64650283051,-1361.91702014332,-312.729482687193
151,0.333333333333333,0.333333333333333,2.02795332213864,2.13555385107175,0.0545543667650782,0.641186931519769,0.129352770093828,0.0907623984618112,8,0,1.080506871338,0,1,0,0.310570608777925,-0.403636064939202,-0.246855299407616,0.292649308778346,-0.38696504435502,-1668.53412250184,-1344.29525823506,-324.238864266784
161,0.333333333333333,0.333333333333333,2.02795332213864,2.13555385107175,0.0545543667650782,0.641186931519769,0.129352770093828,0.0907623984618112,8,0,1.080506871338,0,1,0,0.310570608777925,-0.403636064939202,-0.246855299407616,0.10558136808686,-0.38696504435502,-1653.37941708851,-1326.52066704001,-326.858750048494
171,0.333333333333333,0.333333333333333,2.02795332213864,2.13555385107175,0.0528603434353136,0.67881839692127,0.123124050861225,0.131504090642557,8,0,1.080506871338,0,1,0,0.310570608777925,-0.403636064939202,-0.246855299407616,0.10558136808686,-0.190012182621285,-1643.17010720089,-1313.5764678692,-329.593639331693
181,0.333333333333333,0.333333333333333,2.02795332213864,2.13555385107175,0.0528603434353136,0.67881839692127,0.123124050861225,0.131504090642557,8,0,1.080506871338,0,1,0,0.310570608777925,-0.403636064939202,-0.305882380669936,0.10558136808686,-0.190012182621285,-1638.83257321971,-1301.15994454928,-337.67262867043
191,0.333333333333333,0.333333333333333,2.02795332213864,2.13555385107175,0.10231698299991,0.717594369291328,0.123124050861225,0.122304900595918,8,0,1.080506871338,0,1,0,0.310570608777925,-0.403636064939202,-0.305882380669936,0.10558136808686,-0.190012182621285,-1643.94767655521,-1300.3421675978,-343.605508957407
201,0.333333333333333,0.333333333333333,2.02795332213864,2.13555385107175,0.10231698299991,0.717594369291328,0.123124050861225,0.122304900595918,8,0,1.080506871338,0,1,0,0.310570608777925,-0.403636064939202,-0.19528662445955,-0.0981534010265026,-0.313252681540325,-1621.39053531711,-1280.33274199546,-341.057793321646
211,0.333333333333333,0.333333333333333,2.02795332213864,2.13555385107175,0.0526440067007207,0.712026772857644,0.123124050861225,0.122304900595918,8,0,1.080506871338,0,1,0,0.213180578174069,-0.403636064939202,-0.19528662445955,-0.0981534010265026,-0.313252681540325,-1607.52358731794,-1270.7404057483,-336.783181569641
221,0.333333333333333,0.333333333333333,2.02795332213864,2.13555385107175,0.0943940060934984,0.712026772857644,0.123124050861225,0.122304900595918,8,0,1.080506871338,0,1,0,0.213180578174069,-0.403636064939202,-0.429573548398912,-0.0981534010265026,-0.313252681540325,-1604.48895843892,-1266.66520871411,-337.823749724811
231,0.333333333333333,0.333333333333333,2.02795332213864,2.13555385107175,0.0943940060934984,0.712026772857644,0.123124050861225,0.122304900595918,8,0,1.080506871338,0,1,0,0.213180578174069,-0.305027205031366,-0.429573548398912,-0.0981534010265026,-0.313252681540325,-1601.46535261616,-1263.7597327238,-337.705619892359
241,0.333333333333333,0.333333333333333,2.02795332213864,2.21557996636257,0.100294221311342,0.713768403441645,0.123124050861225,0.122304900595918,8,0,1.080506871338,0,1,0,0.213180578174069,-0.305027205031366,-0.429573548398912,-0.136952310893685,-0.313252681540325,-1600.6123582629,-1253.4555581105,-347.156800152401
251,0.333333333333333,0.333333333333333,2.02795332213864,2.21557996636257,0.100294221311342,0.713768403441645,0.123124050861225,0.122304900595918,8,0,1.080506871338,0,1,0,0.213180578174069,-0.305027205031366,-0.429573548398912,-0.136952310893685,-0.313252681540325,-1600.72321118983,-1251.45521808534,-349.267993104488
261,0.333333333333333,0.333333333333333,2.02795332213864,2.21557996636257,0.100294221311342,0.713768403441645,0.127172546600923,0.114851960795932,8,0,1.080506871338,0,1,0,0.213180578174069,-0.305027205031366,-0.429573548398912,-0.136952310893685,-0.313252681540325,-1614.56535894854,-1258.79436482605,-355.770994122488
271,0.333333333333333,0.333333333333333,2.02795332213864,2.21557996636257,0.100294221311342,0.713768403441645,0.127172546600923,0.114851960795932,8,0,1.080506871338,0,1,0,-0.0781154385767886,-0.305027205031366,-0.429573548398912,-0.102058202540502,-0.313252681540325,-1593.75174570627,-1241.9132697173,-351.838475988972
281,0.333333333333333,0.333333333333333,2.02795332213864,2.21557996636257,0.100294221311342,0.704208674398251,0.127172546600923,0.0890507040079683,8,0,1.080506871338,0,1,0,-0.0781154385767886,-0.305027205031366,-0.429573548398912,-0.102058202540502,-0.313252681540325,-1591.80970740466,-1241.8037934138,-350.005913990869
291,0.333333333333333,0.333333333333333,2.39396579870954,2.11921912217513,0.100294221311342,0.704208674398251,0.127172546600923,0.0890507040079683,8,0,1.080506871338,0,1,0,-0.360081121511758,-0.389645341271535,-0.429573548398912,-0.339094505272806,-0.286229973193258,-1581.02002954013,-1230.56708787713,-350.452941663005
301,0.333333333333333,0.333333333333333,2.39396579870954,2.11921912217513,0.141715270306449,0.751659865537658,0.127172546600923,0.0890507040079683,8,0,1.080506871338,0,1,0,-0.376991354394705,-0.389645341271535,-0.429573548398912,-0.339094505272806,-0.286229973193258,-1567.0315506438,-1222.97529735158,-344.056253292222
311,0.333333333333333,0.333333333333333,2.39396579870954,2.20961940726265,0.141715270306449,0.751659865537658,0.127172546600923,0.0890507040079683,8,0,1.080506871338,0,1,0,-0.376991354394705,-0.51235436089337,-0.458618377614766,-0.339094505272806,-0.286229973193258,-1567.91447705106,-1222.30196288937,-345.612514161685
321,0.333333333333333,0.333333333333333,2.39396579870954,2.20961940726265,0.141715270306449,0.787250134232454,0.127172546600923,0.0890507040079683,8,0,1.080506871338,0,1,0,-0.376991354394705,-0.74511023242958,-0.582885772269218,-0.339094505272806,-0.286229973193258,-1557.97645783754,-1218.22487623569,-339.75158160185
331,0.333333333333333,0.333333333333333,2.39396579870954,2.20961940726265,0.14713177141035,0.787250134232454,0.127172546600923,0.0890507040079683,8,0,1.080506871338,0,1,0,-0.376991354394705,-0.74511023242958,-0.582885772269218,-0.339094505272806,-0.286229973193258,-1566.78546563729,-1215.54826035999,-351.237205277302
341,0.333333333333333,0.333333333333333,2.39396579870954,2.20961940726265,0.14713177141035,0.787250134232454,0.127172546600923,0.0846633167704568,8,0,1.080506871338,0,1,0,-0.376991354394705,-0.74511023242958,-0.582885772269218,-0.339094505272806,-0.286229973193258,-1573.46558651902,-1221.69684359606,-351.768742922956
351,0.333333333333333,0.333333333333333,2.53536188742146,2.20961940726265,0.107702029009815,0.753782652597874,0.132307740510441,0.11096007663291,8,0,1.080506871338,0,1,0,-0.376991354394705,-0.74511023242958,-0.582885772269218,-0.339094505272806,-0.286229973193258,-1557.93752694936,-1211.13387174245,-346.803655206918
361,0.333333333333333,0.333333333333333,2.53536188742146,2.20961940726265,0.107702029009815,0.753782652597874,0.132307740510441,0.11096007663291,8,0,1.080506871338,0,1,0,-0.341194696677849,-0.74511023242958,-0.582885772269218,-0.339094505272806,-0.422403438296169,-1550.91855596915,-1202.91909489474,-347.999461074402
371,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.107702029009815,0.764140697522089,0.132307740510441,0.11096007663291,8,0,1.080506871338,0,1,0,-0.341194696677849,-0.74511023242958,-0.582885772269218,-0.339094505272806,-0.422403438296169,-1557.31142065472,-1200.37397026307,-356.937450391655
381,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.107702029009815,0.764140697522089,0.132307740510441,0.11096007663291,8,0,1.080506871338,0,1,0,-0.50631591542624,-0.756975370412693,-0.575705512287095,-0.339094505272806,-0.422403438296169,-1570.65045558089,-1202.47403441239,-368.176421168506
391,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.107702029009815,0.756778805470094,0.133514174818993,0.11096007663291,8,0,1.080506871338,0,1,0,-0.50631591542624,-0.756975370412693,-0.575705512287095,-0.339094505272806,-0.422403438296169,-1551.38281039857,-1189.78664742262,-361.596162975956
401,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.0972269390732982,0.756778805470094,0.133514174818993,0.11096007663291,8,0,1.080506871338,0,1,0,-0.50631591542624,-0.756975370412693,-0.663880765344947,-0.339094505272806,-0.422403438296169,-1554.20047672872,-1191.70265474118,-362.497821987537
411,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.0972269390732982,0.75276953522116,0.133514174818993,0.11096007663291,8,0,1.080506871338,0,1,0,-0.492777221370489,-0.756975370412693,-0.663880765344947,-0.339094505272806,-0.422403438296169,-1556.72098060444,-1194.85854696331,-361.862433641129
421,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.0905202934308909,0.79185379804112,0.133514174818993,0.11096007663291,8,0,1.080506871338,0,1,0,-0.492777221370489,-0.756975370412693,-0.663880765344947,-0.339094505272806,-0.421223456738517,-1552.49390789742,-1195.48383973587,-357.010068161552
431,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.0905202934308909,0.79185379804112,0.133514174818993,0.0783362709451467,8,0,1.080506871338,0,1,0,-0.492777221370489,-0.723336842656137,-0.663880765344947,-0.393084962107242,-0.421223456738517,-1549.45884342851,-1194.96323637398,-354.495607054529
441,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.10024156696396,0.827420183061622,0.133514174818993,0.0796251062536612,8,0,1.080506871338,0,1,0,-0.492777221370489,-0.723336842656137,-0.663880765344947,-0.393084962107242,-0.421223456738517,-1549.96296110426,-1192.09526230156,-357.867698802699
451,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.10024156696396,0.827420183061622,0.133514174818993,0.0796251062536612,8,0,1.080506871338,0,1,0,-0.486273270891981,-0.723336842656137,-0.55000748578459,-0.393084962107242,-0.421223456738517,-1552.36216490249,-1189.70468786904,-362.65747703345
461,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.10024156696396,0.827420183061622,0.133406686317176,0.0867613820824772,8,0,1.080506871338,0,1,0,-0.486273270891981,-0.723336842656137,-0.55000748578459,-0.393084962107242,-0.421223456738517,-1564.37345460345,-1193.09910270463,-371.27435189882
471,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.10024156696396,0.827420183061622,0.133406686317176,0.0867613820824772,8,0,1.080506871338,0,1,0,-0.486273270891981,-0.723336842656137,-0.55000748578459,-0.393084962107242,-0.421223456738517,-1541.92065127913,-1167.65023126874,-374.270420010391
481,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.10024156696396,0.786674205516465,0.133406686317176,0.0748938809381798,8,0,1.080506871338,0,1,0,-0.486273270891981,-0.723336842656137,-0.55000748578459,-0.393084962107242,-0.421223456738517,-1531.90918891809,-1171.54817953362,-360.361009384466
491,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.10024156696396,0.786674205516465,0.133406686317176,0.0748938809381798,8,0,1.080506871338,0,1,0,-0.486273270891981,-0.723336842656137,-0.55000748578459,-0.578375779511408,-0.421223456738517,-1541.92374546235,-1174.87583031416,-367.047915148198
501,0.333333333333333,0.333333333333333,2.53536188742146,2.06067177215591,0.10024156696396,0.836260220361874,0.133406686317176,0.0748938809381798,8,0,1.080506871338,0,1,0,-0.462204965762795,-0.723336842656137,-0.55000748578459,-0.578375779511408,-0.421223456738517,-1533.55509277179,-1172.34116071187,-361.21393205992
511,0.333333333333333,0.333333333333333,2.53536188742146,2.25725179919973,0.052653783725109,0.805251305736601,0.133406686317176,0.0748938809381798,8,0,1.080506871338,0,1,0,-0.462204965762795,-0.723336842656137,-0.55000748578459,-0.578375779511408,-0.421223456738517,-1536.89929393773,-1170.1322219763,-366.767071961436
521,0.333333333333333,0.333333333333333,2.53536188742146,2.25725179919973,0.052653783725109,0.805251305736601,0.133406686317176,0.103665871080011,8,0,1.080506871338,0,1,0,-0.462204965762795,-0.713540935050697,-0.612602652143687,-0.491717541962863,-0.421223456738517,-1524.56271998776,-1159.25644516219,-365.30627482557
531,0.333333333333333,0.333333333333333,2.53536188742146,2.25725179919973,0.0463195354002528,0.833878752263263,0.133406686317176,0.103665871080011,8,0,1.080506871338,0,1,0,-0.462204965762795,-0.713540935050697,-0.612602652143687,-0.491717541962863,-0.51511424924247,-1518.74662022073,-1154.36784415965,-364.378776061084
541,0.333333333333333,0.333333333333333,2.53536188742146,2.25725179919973,0.0463195354002528,0.833878752263263,0.133406686317176,0.103665871080011,8,0,1.080506871338,0,1,0,-0.317113123554737,-0.713540935050697,-0.612602652143687,-0.491717541962863,-0.57674305732362,-1527.11225777979,-1157.92314681827,-369.189110961519
551,0.333333333333333,0.333333333333333,2.53124474631622,2.25725179919973,0.0960467313905247,0.846152924210765,0.133406686317176,0.103665871080011,8,0,1.080506871338,0,1,0,-0.317113123554737,-0.713540935050697,-0.612602652143687,-0.491717541962863,-0.57674305732362,-1520.40339962063,-1153.91597172096,-366.487427899669
561,0.333333333333333,0.333333333333333,2.53124474631622,2.11752277603373,0.0960467313905247,0.846152924210765,0.133406686317176,0.103665871080011,8,0,1.080506871338,0,1,0,-0.36728393258527,-0.731120599946008,-0.612602652143687,-0.491717541962863,-0.57674305732362,-1506.02862793912,-1150.98248785354,-355.046140085577
571,0.333333333333333,0.333333333333333,2.53124474631622,2.11752277603373,0.0906561496458017,0.829175120894797,0.133406686317176,0.103665871080011,8,0,1.080506871338,0,1,0,-0.485452379425988,-0.731120599946008,-0.612602652143687,-0.491717541962863,-0.57674305732362,-1519.28199892987,-1154.8921440338,-364.389854896067
581,0.333333333333333,0.333333333333333,2.59074713597074,2.11752277603373,0.0768500016094186,0.829175120894797,0.133406686317176,0.103665871080011,8,0,1.080506871338,0,1,0,-0.485452379425988,-0.69993798993528,-0.612602652143687,-0.491717541962863,-0.516980913747102,-1507.74757547954,-1149.69855598406,-358.04901949548
591,0.333333333333333,0.333333333333333,2.59074713597074,2.11752277603373,0.0768500016094186,0.869764912966639,0.133406686317176,0.0970383351668716,8,0,1.080506871338,0,1,0,-0.485452379425988,-0.69993798993528,-0.612602652143687,-0.491717541962863,-0.516980913747102,-1526.48234859417,-1155.92887678409,-370.553471810084
601,0.333333333333333,0.333333333333333,2.59074713597074,2.139094615262,0.0768500016094186,0.869764912966639,0.133406686317176,0.0970383351668716,8,0,1.080506871338,0,1,0,-0.485452379425988,-0.69993798993528,-0.612602652143687,-0.491717541962863,-0.516980913747102,-1516.94763495864,-1148.15337424358,-368.79426071506
611,0.333333333333333,0.333333333333333,2.59074713597074,2.139094615262,0.0768500016094186,0.869764912966639,0.133406686317176,0.0691464709816501,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.69993798993528,-0.705061760824174,-0.491717541962863,-0.516980913747102,-1512.70869975214,-1150.6245044272,-362.084195324949
621,0.333333333333333,0.333333333333333,2.59074713597074,2.16893990086392,0.0768500016094186,0.83881408511661,0.133406686317176,0.0691464709816501,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.69993798993528,-0.705061760824174,-0.491717541962863,-0.516980913747102,-1508.54521816327,-1154.31379145247,-354.231426710798
631,0.333333333333333,0.333333333333333,2.59074713597074,2.16893990086392,0.0768500016094186,0.83881408511661,0.133406686317176,0.0691464709816501,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.836051475675777,-0.705061760824174,-0.491717541962863,-0.409963810397312,-1507.22224170391,-1150.64913155716,-356.573110146751
641,0.333333333333333,0.333333333333333,2.59074713597074,2.01758087249473,0.0701211009197869,0.862832563417032,0.133406686317176,0.0691464709816501,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.836051475675777,-0.705061760824174,-0.491717541962863,-0.409963810397312,-1516.89439166531,-1154.69973765814,-362.194654007173
651,0.333333333333333,0.333333333333333,2.58673291010782,2.19053041925654,0.0701211009197869,0.862832563417032,0.133406686317176,0.0691464709816501,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.836051475675777,-0.761939494824037,-0.491717541962863,-0.390522136865184,-1514.96193676941,-1160.99959292299,-353.962343846418
661,0.333333333333333,0.333333333333333,2.58673291010782,2.19053041925654,0.0974507033615373,0.850183949340135,0.133406686317176,0.0874095061095432,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.836051475675777,-0.761939494824037,-0.491717541962863,-0.390522136865184,-1510.33653996269,-1150.12982467104,-360.206715291648
671,0.333333333333333,0.333333333333333,2.58673291010782,2.19053041925654,0.0547485724114813,0.850183949340135,0.133406686317176,0.0874095061095432,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.836051475675777,-0.651895495131612,-0.492931613139809,-0.416132666915655,-1511.59408153897,-1152.59007490576,-359.004006633214
681,0.333333333333333,0.333333333333333,2.58673291010782,2.19053041925654,0.0547485724114813,0.810629086755216,0.133406686317176,0.0874095061095432,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.836051475675777,-0.690901932539418,-0.492931613139809,-0.416132666915655,-1535.56812875699,-1166.01120663039,-369.556922126604
691,0.333333333333333,0.333333333333333,2.58673291010782,2.19053041925654,0.0819375579967164,0.819134453264996,0.133406686317176,0.0874095061095432,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.836051475675777,-0.690901932539418,-0.567500792397187,-0.416132666915655,-1520.0643164324,-1158.9790316107,-361.0852848217
701,0.333333333333333,0.333333333333333,2.58673291010782,2.19053041925654,0.0819375579967164,0.819134453264996,0.133406686317176,0.10069045163691,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.836051475675777,-0.728410567017273,-0.548263686895371,-0.416132666915655,-1529.55103480792,-1163.79332395843,-365.757710849493
711,0.333333333333333,0.333333333333333,2.58673291010782,2.57992504658178,0.0819375579967164,0.794714859663509,0.133406686317176,0.10069045163691,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.836051475675777,-0.728410567017273,-0.548263686895371,-0.639360009646043,-1527.31556034427,-1162.64107559872,-364.67448474555
721,0.333333333333333,0.333333333333333,2.58673291010782,2.57992504658178,0.0819375579967164,0.794714859663509,0.133406686317176,0.10069045163691,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.714180693868548,-0.728410567017273,-0.548263686895371,-0.639360009646043,-1521.01607832435,-1151.87091619935,-369.145162125004
731,0.333333333333333,0.333333333333333,2.58673291010782,2.51260781576857,0.0819375579967164,0.794714859663509,0.122208630759269,0.10069045163691,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.714180693868548,-0.728410567017273,-0.548263686895371,-0.639360009646043,-1521.45437503037,-1152.42019355756,-369.034181472809
741,0.333333333333333,0.333333333333333,2.58673291010782,2.51260781576857,0.0819375579967164,0.794714859663509,0.122208630759269,0.10069045163691,8,0,1.080506871338,0,1,0,-0.51904966570437,-0.89981489549391,-0.728410567017273,-0.548263686895371,-0.639360009646043,-1515.28355152944,-1152.5423704512,-362.741181078241
751,0.333333333333333,0.333333333333333,2.58673291010782,2.51260781576857,0.0826157357101329,0.788061981415376,0.122208630759269,0.10069045163691,8,0,1.09327046968974,0,1,0,-0.558504602126777,-0.89981489549391,-0.728410567017273,-0.548263686895371,-0.639360009646043,-1528.49781376381,-1170.56025700423,-357.937556759577
761,0.333333333333333,0.333333333333333,2.45819732164964,2.49513513101265,0.0733413859992289,0.788061981415376,0.122208630759269,0.10069045163691,8,0,1.09327046968974,0,1,0,-0.558504602126777,-0.89981489549391,-0.728410567017273,-0.675801935559139,-0.665968397725373,-1522.74711302973,-1166.48873353549,-356.258379494248
771,0.333333333333333,0.333333333333333,2.45819732164964,2.49513513101265,0.0733413859992289,0.740479752607644,0.122208630759269,0.10069045163691,8,0,1.09327046968974,0,1,0,-0.558504602126777,-0.73604617365636,-0.728410567017273,-0.675801935559139,-0.665968397725373,-1520.28036430317,-1170.76066389968,-349.519700403491
781,0.333333333333333,0.333333333333333,2.45819732164964,2.49513513101265,0.035657874357421,0.726069172541611,0.122208630759269,0.10069045163691,8,0,1.09327046968974,0,1,0,-0.558504602126777,-0.73604617365636,-0.728410567017273,-0.675801935559139,-0.665968397725373,-1518.99337824018,-1167.99190081003,-351.001477430149
791,0.333333333333333,0.333333333333333,2.45819732164964,2.49513513101265,0.035657874357421,0.726069172541611,0.122208630759269,0.115696485270746,8,0,1.09327046968974,0,1,0,-0.558504602126777,-0.73604617365636,-0.728410567017273,-0.675801935559139,-0.665968397725373,-1525.2744258005,-1163.15935975234,-362.115066048151
801,0.333333333333333,0.333333333333333,2.45819732164964,2.26408894201741,0.035657874357421,0.721684327744879,0.122208630759269,0.115696485270746,8,0,1.09327046968974,0,1,0,-0.558504602126777,-0.73604617365636,-0.728410567017273,-0.675801935559139,-0.525413704989478,-1531.79594450585,-1155.32058993899,-376.47535456686
811,0.333333333333333,0.333333333333333,2.45819732164964,2.26408894201741,0.035657874357421,0.721684327744879,0.122208630759269,0.115696485270746,8,0,1.09327046968974,0,1,0,-0.558504602126777,-0.808870236901567,-0.728410567017273,-0.668084286339582,-0.525413704989478,-1531.01247172164,-1156.1797504506,-374.832721271041
821,0.333333333333333,0.333333333333333,2.57696619974449,2.26408894201741,0.035657874357421,0.708945647184737,0.124438797705807,0.115696485270746,8,0,0.901094486005604,0,1,0,-0.558504602126777,-0.808870236901567,-0.728410567017273,-0.668084286339582,-0.525413704989478,-1544.00107183933,-1157.30587476831,-386.695197071012
831,0.333333333333333,0.333333333333333,2.57696619974449,2.34073375379667,0.035657874357421,0.708945647184737,0.124438797705807,0.115696485270746,8,0,0.901094486005604,0,1,0,-0.493751280102879,-0.808870236901567,-0.70948063004762,-0.668084286339582,-0.525413704989478,-1527.06311190632,-1145.41477448288,-381.648337423442
841,0.333333333333333,0.333333333333333,2.57696619974449,2.34073375379667,0.035657874357421,0.705553004494868,0.124438797705807,0.115696485270746,8,0,0.901094486005604,0,1,0,-0.493751280102879,-0.808870236901567,-0.70948063004762,-0.668084286339582,-0.525413704989478,-1537.80917118733,-1142.82780503365,-394.981366153684
851,0.333333333333333,0.333333333333333,2.57696619974449,2.34073375379667,0.035657874357421,0.705553004494868,0.124438797705807,0.115696485270746,8,0,0.901094486005604,0,1,0,-0.493751280102879,-0.808870236901567,-0.70948063004762,-0.593257879465819,-0.673024275852367,-1528.80693864605,-1137.40336463665,-391.403574009406
861,0.333333333333333,0.333333333333333,2.57696619974449,2.34073375379667,0.035657874357421,0.716348607139662,0.124438797705807,0.105816833721474,8,0,0.901094486005604,0,1,0,-0.493751280102879,-0.808870236901567,-0.70948063004762,-0.593257879465819,-0.673024275852367,-1532.03746105362,-1135.72581969155,-396.311641362077
871,0.333333333333333,0.333333333333333,2.57696619974449,2.34073375379667,0.035657874357421,0.720729522942565,0.124438797705807,0.105816833721474,8,0,0.901094486005604,0,1,0,-0.493751280102879,-0.808870236901567,-0.70948063004762,-0.593257879465819,-0.673024275852367,-1526.91337220612,-1136.46701591239,-390.446356293734
881,0.333333333333333,0.333333333333333,2.57696619974449,2.34073375379667,0.035657874357421,0.720729522942565,0.124438797705807,0.105816833721474,8,0,0.945179503876716,0,1,0,-0.493751280102879,-0.831188661186025,-0.64954427392222,-0.593257879465819,-0.673024275852367,-1531.92124561284,-1146.92662812128,-384.994617491554
